day,timestamp,global_ts,move,mid_before,mid_after,n_trades,max_qty,total_qty,dominant_share,time_span,label
-1,21900,-978100,-16.0,10007.0,9991.0,0,0,0,,0,NO_TRADES
-1,22000,-978000,7.0,9991.0,9998.0,0,0,0,,0,NO_TRADES
-1,22600,-977400,8.0,9999.0,10007.0,0,0,0,,0,NO_TRADES
-1,23500,-976500,-9.5,10000.5,9991.0,1,4,4,1.0,0,WHALE
-1,23600,-976400,7.5,9991.0,9998.5,1,4,4,1.0,0,WHALE
-1,23800,-976200,11.0,9998.0,10009.0,1,4,4,1.0,0,WHALE
-1,23900,-976100,-10.0,10009.0,9999.0,2,4,8,0.5,400,SWARM
-1,24400,-975600,-7.0,10000.0,9993.0,2,4,7,0.5714285714285714,300,SWARM
-1,24500,-975500,7.5,9993.0,10000.5,2,4,7,0.5714285714285714,300,SWARM
-1,25500,-974500,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,25600,-974400,8.5,9993.0,10001.5,0,0,0,,0,NO_TRADES
-1,26500,-973500,9.0,10000.0,10009.0,0,0,0,,0,NO_TRADES
-1,26600,-973400,-9.5,10009.0,9999.5,0,0,0,,0,NO_TRADES
-1,26800,-973200,-6.0,10000.0,9994.0,0,0,0,,0,NO_TRADES
-1,27500,-972500,9.0,10000.0,10009.0,0,0,0,,0,NO_TRADES
-1,27600,-972400,-8.0,10009.0,10001.0,0,0,0,,0,NO_TRADES
-1,28500,-971500,-7.0,10001.0,9994.0,0,0,0,,0,NO_TRADES
-1,28600,-971400,8.0,9994.0,10002.0,0,0,0,,0,NO_TRADES
-1,28900,-971100,-9.0,10003.0,9994.0,0,0,0,,0,NO_TRADES
-1,29000,-971000,9.0,9994.0,10003.0,0,0,0,,0,NO_TRADES
-1,31300,-968700,8.0,10001.0,10009.0,0,0,0,,0,NO_TRADES
-1,31400,-968600,-8.0,10009.0,10001.0,0,0,0,,0,NO_TRADES
-1,33500,-966500,-7.0,10000.0,9993.0,0,0,0,,0,NO_TRADES
-1,33600,-966400,8.0,9993.0,10001.0,1,7,7,1.0,0,WHALE
-1,35600,-964400,10.0,10001.0,10011.0,0,0,0,,0,NO_TRADES
-1,35700,-964300,-9.0,10011.0,10002.0,0,0,0,,0,NO_TRADES
-1,36500,-963500,9.0,10004.0,10013.0,1,3,3,1.0,0,WHALE
-1,36600,-963400,-11.0,10013.0,10002.0,1,3,3,1.0,0,WHALE
-1,37600,-962400,6.5,10004.5,10011.0,1,4,4,1.0,0,WHALE
-1,37700,-962300,-7.0,10011.0,10004.0,1,4,4,1.0,0,WHALE
-1,39200,-960800,-8.0,10003.0,9995.0,1,6,6,1.0,0,WHALE
-1,39300,-960700,7.0,9995.0,10002.0,1,6,6,1.0,0,WHALE
-1,41200,-958800,11.0,10001.0,10012.0,1,5,5,1.0,0,WHALE
-1,41300,-958700,-11.0,10012.0,10001.0,1,5,5,1.0,0,WHALE
-1,41900,-958100,-6.0,10004.5,9998.5,1,5,5,1.0,0,WHALE
-1,42400,-957600,-6.5,9998.5,9992.0,0,0,0,,0,NO_TRADES
-1,42500,-957500,10.0,9992.0,10002.0,0,0,0,,0,NO_TRADES
-1,43800,-956200,8.0,10000.0,10008.0,0,0,0,,0,NO_TRADES
-1,43900,-956100,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,44000,-956000,10.0,10000.0,10010.0,0,0,0,,0,NO_TRADES
-1,44100,-955900,-10.0,10010.0,10000.0,0,0,0,,0,NO_TRADES
-1,44200,-955800,-7.0,10000.0,9993.0,0,0,0,,0,NO_TRADES
-1,44300,-955700,7.0,9993.0,10000.0,0,0,0,,0,NO_TRADES
-1,44800,-955200,-6.0,10000.0,9994.0,0,0,0,,0,NO_TRADES
-1,45400,-954600,8.0,9992.0,10000.0,0,0,0,,0,NO_TRADES
-1,46000,-954000,-11.5,10000.5,9989.0,0,0,0,,0,NO_TRADES
-1,46100,-953900,8.5,9989.0,9997.5,0,0,0,,0,NO_TRADES
-1,46500,-953500,7.5,9998.0,10005.5,0,0,0,,0,NO_TRADES
-1,47100,-952900,6.0,9996.5,10002.5,0,0,0,,0,NO_TRADES
-1,47500,-952500,-7.0,10000.0,9993.0,0,0,0,,0,NO_TRADES
-1,47600,-952400,8.0,9993.0,10001.0,0,0,0,,0,NO_TRADES
-1,49100,-950900,8.0,10002.0,10010.0,0,0,0,,0,NO_TRADES
-1,49200,-950800,-9.0,10010.0,10001.0,0,0,0,,0,NO_TRADES
-1,49600,-950400,9.5,10002.5,10012.0,0,0,0,,0,NO_TRADES
-1,49700,-950300,-11.0,10012.0,10001.0,0,0,0,,0,NO_TRADES
-1,54100,-945900,-9.0,9997.0,9988.0,0,0,0,,0,NO_TRADES
-1,54200,-945800,7.5,9988.0,9995.5,1,6,6,1.0,0,WHALE
-1,58000,-942000,-8.0,9998.0,9990.0,1,3,3,1.0,0,WHALE
-1,59600,-940400,-8.0,9999.0,9991.0,1,2,2,1.0,0,WHALE
-1,59900,-940100,-8.0,9999.0,9991.0,1,2,2,1.0,0,WHALE
-1,60000,-940000,7.0,9991.0,9998.0,0,0,0,,0,NO_TRADES
-1,61600,-938400,-6.0,9999.0,9993.0,1,6,6,1.0,0,WHALE
-1,61700,-938300,7.5,9993.0,10000.5,1,6,6,1.0,0,WHALE
-1,61800,-938200,-9.5,10000.5,9991.0,1,6,6,1.0,0,WHALE
-1,61900,-938100,7.0,9991.0,9998.0,1,6,6,1.0,0,WHALE
-1,62200,-937800,-6.5,9998.5,9992.0,1,6,6,1.0,0,WHALE
-1,62300,-937700,8.5,9992.0,10000.5,1,6,6,1.0,0,WHALE
-1,63700,-936300,-8.0,10006.0,9998.0,1,2,2,1.0,0,WHALE
-1,64800,-935200,7.0,9997.0,10004.0,1,4,4,1.0,0,WHALE
-1,64900,-935100,-7.0,10004.0,9997.0,2,4,6,0.6666666666666666,400,WHALE
-1,66000,-934000,-9.5,9998.5,9989.0,0,0,0,,0,NO_TRADES
-1,66100,-933900,10.0,9989.0,9999.0,0,0,0,,0,NO_TRADES
-1,67000,-933000,8.0,9997.0,10005.0,0,0,0,,0,NO_TRADES
-1,67100,-932900,-8.0,10005.0,9997.0,0,0,0,,0,NO_TRADES
-1,68000,-932000,-6.5,9995.5,9989.0,0,0,0,,0,NO_TRADES
-1,68100,-931900,9.0,9989.0,9998.0,0,0,0,,0,NO_TRADES
-1,68500,-931500,-7.0,9998.0,9991.0,0,0,0,,0,NO_TRADES
-1,68600,-931400,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,69000,-931000,-8.0,9999.0,9991.0,0,0,0,,0,NO_TRADES
-1,69100,-930900,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,70500,-929500,9.5,10000.5,10010.0,0,0,0,,0,NO_TRADES
-1,70600,-929400,-10.0,10010.0,10000.0,0,0,0,,0,NO_TRADES
-1,71600,-928400,8.0,10000.0,10008.0,0,0,0,,0,NO_TRADES
-1,71700,-928300,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,75100,-924900,-10.0,10001.0,9991.0,0,0,0,,0,NO_TRADES
-1,75200,-924800,10.5,9991.0,10001.5,0,0,0,,0,NO_TRADES
-1,78900,-921100,-8.0,10000.0,9992.0,0,0,0,,0,NO_TRADES
-1,79000,-921000,11.5,9992.0,10003.5,0,0,0,,0,NO_TRADES
-1,79500,-920500,-7.0,10000.0,9993.0,0,0,0,,0,NO_TRADES
-1,79600,-920400,9.5,9993.0,10002.5,0,0,0,,0,NO_TRADES
-1,80800,-919200,-8.0,10002.0,9994.0,0,0,0,,0,NO_TRADES
-1,80900,-919100,9.0,9994.0,10003.0,0,0,0,,0,NO_TRADES
-1,82100,-917900,9.0,9999.0,10008.0,0,0,0,,0,NO_TRADES
-1,82200,-917800,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,83100,-916900,-7.0,10000.0,9993.0,0,0,0,,0,NO_TRADES
-1,83200,-916800,8.0,9993.0,10001.0,0,0,0,,0,NO_TRADES
-1,83900,-916100,-6.5,10000.5,9994.0,1,2,2,1.0,0,WHALE
-1,84000,-916000,8.0,9994.0,10002.0,1,2,2,1.0,0,WHALE
-1,84100,-915900,-8.0,10002.0,9994.0,1,2,2,1.0,0,WHALE
-1,84200,-915800,9.0,9994.0,10003.0,0,0,0,,0,NO_TRADES
-1,84900,-915100,7.0,10004.0,10011.0,0,0,0,,0,NO_TRADES
-1,85100,-914900,-9.5,10010.0,10000.5,1,7,7,1.0,0,WHALE
-1,86000,-914000,9.0,10003.0,10012.0,2,5,8,0.625,200,WHALE
-1,86100,-913900,-8.0,10012.0,10004.0,2,5,8,0.625,200,WHALE
-1,86500,-913500,6.0,10004.0,10010.0,0,0,0,,0,NO_TRADES
-1,86600,-913400,-7.0,10010.0,10003.0,0,0,0,,0,NO_TRADES
-1,87900,-912100,-6.0,10008.0,10002.0,2,5,7,0.7142857142857143,400,WHALE
-1,88100,-911900,-9.0,10004.0,9995.0,2,5,7,0.7142857142857143,400,WHALE
-1,88200,-911800,8.0,9995.0,10003.0,2,5,7,0.7142857142857143,400,WHALE
-1,89200,-910800,9.0,10004.0,10013.0,0,0,0,,0,NO_TRADES
-1,89300,-910700,-13.5,10013.0,9999.5,0,0,0,,0,NO_TRADES
-1,89800,-910200,-11.0,10003.0,9992.0,1,10,10,1.0,0,WHALE
-1,89900,-910100,11.0,9992.0,10003.0,1,10,10,1.0,0,WHALE
-1,91300,-908700,-9.0,10005.0,9996.0,0,0,0,,0,NO_TRADES
-1,91400,-908600,7.0,9996.0,10003.0,0,0,0,,0,NO_TRADES
-1,95400,-904600,8.0,10000.0,10008.0,0,0,0,,0,NO_TRADES
-1,95500,-904500,-8.0,10008.0,10000.0,1,3,3,1.0,0,WHALE
-1,97200,-902800,-8.0,9999.0,9991.0,2,8,14,0.5714285714285714,0,SWARM
-1,98800,-901200,7.0,9993.0,10000.0,0,0,0,,0,NO_TRADES
-1,99600,-900400,-8.0,9999.0,9991.0,0,0,0,,0,NO_TRADES
-1,99700,-900300,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,100000,-900000,-9.0,9999.0,9990.0,0,0,0,,0,NO_TRADES
-1,101900,-898100,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,102000,-898000,-6.0,10006.0,10000.0,0,0,0,,0,NO_TRADES
-1,105400,-894600,-11.0,10001.0,9990.0,0,0,0,,0,NO_TRADES
-1,105500,-894500,9.5,9990.0,9999.5,1,5,5,1.0,0,WHALE
-1,107800,-892200,7.0,10001.0,10008.0,0,0,0,,0,NO_TRADES
-1,107900,-892100,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,109300,-890700,-9.0,10001.0,9992.0,0,0,0,,0,NO_TRADES
-1,109500,-890500,7.0,9992.0,9999.0,0,0,0,,0,NO_TRADES
-1,111800,-888200,9.0,10000.0,10009.0,1,5,5,1.0,0,WHALE
-1,111900,-888100,-8.0,10009.0,10001.0,1,5,5,1.0,0,WHALE
-1,112200,-887800,8.0,10002.0,10010.0,0,0,0,,0,NO_TRADES
-1,112300,-887700,-9.0,10010.0,10001.0,0,0,0,,0,NO_TRADES
-1,112400,-887600,8.0,10001.0,10009.0,0,0,0,,0,NO_TRADES
-1,112500,-887500,-11.0,10009.0,9998.0,0,0,0,,0,NO_TRADES
-1,113100,-886900,-9.0,10002.0,9993.0,0,0,0,,0,NO_TRADES
-1,113200,-886800,7.0,9993.0,10000.0,0,0,0,,0,NO_TRADES
-1,114800,-885200,8.0,9999.0,10007.0,1,3,3,1.0,0,WHALE
-1,114900,-885100,-8.0,10007.0,9999.0,1,3,3,1.0,0,WHALE
-1,115000,-885000,7.0,9999.0,10006.0,1,3,3,1.0,0,WHALE
-1,115200,-884800,-6.5,10004.5,9998.0,0,0,0,,0,NO_TRADES
-1,115900,-884100,7.0,9999.0,10006.0,1,8,8,1.0,0,WHALE
-1,116000,-884000,-8.0,10006.0,9998.0,1,8,8,1.0,0,WHALE
-1,119200,-880800,-13.0,10004.0,9991.0,0,0,0,,0,NO_TRADES
-1,119300,-880700,7.5,9991.0,9998.5,0,0,0,,0,NO_TRADES
-1,119400,-880600,-7.5,9998.5,9991.0,0,0,0,,0,NO_TRADES
-1,119500,-880500,9.0,9991.0,10000.0,0,0,0,,0,NO_TRADES
-1,119700,-880300,11.0,10000.0,10011.0,0,0,0,,0,NO_TRADES
-1,119800,-880200,-9.5,10011.0,10001.5,0,0,0,,0,NO_TRADES
-1,120000,-880000,-6.5,10001.5,9995.0,0,0,0,,0,NO_TRADES
-1,120800,-879200,-8.0,9998.0,9990.0,0,0,0,,0,NO_TRADES
-1,120900,-879100,9.0,9990.0,9999.0,0,0,0,,0,NO_TRADES
-1,121700,-878300,8.0,9999.0,10007.0,1,10,10,1.0,0,WHALE
-1,121800,-878200,-8.0,10007.0,9999.0,1,10,10,1.0,0,WHALE
-1,122700,-877300,6.5,9993.5,10000.0,1,5,5,1.0,0,WHALE
-1,123200,-876800,-11.0,9999.0,9988.0,0,0,0,,0,NO_TRADES
-1,123300,-876700,10.0,9988.0,9998.0,0,0,0,,0,NO_TRADES
-1,124100,-875900,-11.5,10000.5,9989.0,1,2,2,1.0,0,WHALE
-1,124200,-875800,8.0,9989.0,9997.0,1,2,2,1.0,0,WHALE
-1,125500,-874500,8.0,9996.0,10004.0,0,0,0,,0,NO_TRADES
-1,125600,-874400,-8.0,10004.0,9996.0,0,0,0,,0,NO_TRADES
-1,125700,-874300,-8.0,9996.0,9988.0,0,0,0,,0,NO_TRADES
-1,125800,-874200,8.0,9988.0,9996.0,0,0,0,,0,NO_TRADES
-1,126800,-873200,-7.5,9996.5,9989.0,2,6,12,0.5,100,SWARM
-1,127000,-873000,8.0,9987.0,9995.0,0,0,0,,0,NO_TRADES
-1,127100,-872900,-10.0,9995.0,9985.0,0,0,0,,0,NO_TRADES
-1,127200,-872800,11.0,9985.0,9996.0,0,0,0,,0,NO_TRADES
-1,127500,-872500,-6.5,9997.0,9990.5,1,2,2,1.0,0,WHALE
-1,128600,-871400,-11.0,9996.0,9985.0,0,0,0,,0,NO_TRADES
-1,128700,-871300,10.0,9985.0,9995.0,0,0,0,,0,NO_TRADES
-1,129000,-871000,-8.0,9995.0,9987.0,0,0,0,,0,NO_TRADES
-1,129200,-870800,10.5,9987.0,9997.5,0,0,0,,0,NO_TRADES
-1,129900,-870100,6.5,9994.0,10000.5,1,2,2,1.0,0,WHALE
-1,130000,-870000,-6.5,10000.5,9994.0,1,2,2,1.0,0,WHALE
-1,131000,-869000,-9.0,9995.0,9986.0,1,2,2,1.0,0,WHALE
-1,131100,-868900,8.0,9986.0,9994.0,1,2,2,1.0,0,WHALE
-1,131900,-868100,8.0,9996.0,10004.0,0,0,0,,0,NO_TRADES
-1,132000,-868000,-6.5,10004.0,9997.5,0,0,0,,0,NO_TRADES
-1,133100,-866900,8.0,9995.0,10003.0,0,0,0,,0,NO_TRADES
-1,133200,-866800,-7.0,10003.0,9996.0,0,0,0,,0,NO_TRADES
-1,134000,-866000,6.0,9991.0,9997.0,0,0,0,,0,NO_TRADES
-1,136100,-863900,-6.5,9995.5,9989.0,0,0,0,,0,NO_TRADES
-1,136200,-863800,8.0,9989.0,9997.0,0,0,0,,0,NO_TRADES
-1,137100,-862900,10.0,9995.0,10005.0,0,0,0,,0,NO_TRADES
-1,137200,-862800,-17.0,10005.0,9988.0,0,0,0,,0,NO_TRADES
-1,137300,-862700,8.0,9988.0,9996.0,1,3,3,1.0,0,WHALE
-1,139600,-860400,9.5,9995.5,10005.0,2,6,11,0.5454545454545454,0,SWARM
-1,139700,-860300,-8.0,10005.0,9997.0,2,6,11,0.5454545454545454,0,SWARM
-1,139900,-860100,-8.0,9998.0,9990.0,0,0,0,,0,NO_TRADES
-1,140000,-860000,9.0,9990.0,9999.0,0,0,0,,0,NO_TRADES
-1,140100,-859900,-11.0,9999.0,9988.0,0,0,0,,0,NO_TRADES
-1,140200,-859800,12.0,9988.0,10000.0,0,0,0,,0,NO_TRADES
-1,140600,-859400,-6.5,9997.5,9991.0,0,0,0,,0,NO_TRADES
-1,140700,-859300,9.0,9991.0,10000.0,0,0,0,,0,NO_TRADES
-1,146500,-853500,7.0,10002.0,10009.0,1,6,6,1.0,0,WHALE
-1,146600,-853400,-7.0,10009.0,10002.0,1,6,6,1.0,0,WHALE
-1,146800,-853200,-8.0,10001.0,9993.0,1,6,6,1.0,0,WHALE
-1,146900,-853100,7.0,9993.0,10000.0,1,6,6,1.0,0,WHALE
-1,147700,-852300,8.0,10001.0,10009.0,0,0,0,,0,NO_TRADES
-1,147800,-852200,-8.0,10009.0,10001.0,0,0,0,,0,NO_TRADES
-1,148000,-852000,7.0,10003.0,10010.0,0,0,0,,0,NO_TRADES
-1,148100,-851900,-6.5,10010.0,10003.5,0,0,0,,0,NO_TRADES
-1,148200,-851800,6.5,10003.5,10010.0,0,0,0,,0,NO_TRADES
-1,148600,-851400,7.5,10004.5,10012.0,0,0,0,,0,NO_TRADES
-1,148700,-851300,-11.0,10012.0,10001.0,0,0,0,,0,NO_TRADES
-1,150100,-849900,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,150200,-849800,9.5,9993.0,10002.5,0,0,0,,0,NO_TRADES
-1,151900,-848100,-9.0,10003.0,9994.0,0,0,0,,0,NO_TRADES
-1,152000,-848000,8.0,9994.0,10002.0,0,0,0,,0,NO_TRADES
-1,153000,-847000,-8.0,10001.0,9993.0,1,5,5,1.0,0,WHALE
-1,153100,-846900,8.0,9993.0,10001.0,1,5,5,1.0,0,WHALE
-1,153700,-846300,-8.0,10002.0,9994.0,0,0,0,,0,NO_TRADES
-1,153800,-846200,7.0,9994.0,10001.0,0,0,0,,0,NO_TRADES
-1,155400,-844600,-7.0,10001.0,9994.0,4,10,28,0.35714285714285715,500,SWARM
-1,155500,-844500,10.0,9994.0,10004.0,4,10,28,0.35714285714285715,500,SWARM
-1,156300,-843700,-8.0,10002.0,9994.0,0,0,0,,0,NO_TRADES
-1,156400,-843600,8.0,9994.0,10002.0,0,0,0,,0,NO_TRADES
-1,156500,-843500,-8.0,10002.0,9994.0,0,0,0,,0,NO_TRADES
-1,156600,-843400,9.5,9994.0,10003.5,0,0,0,,0,NO_TRADES
-1,158500,-841500,6.5,10002.5,10009.0,1,5,5,1.0,0,WHALE
-1,158600,-841400,-8.0,10009.0,10001.0,1,5,5,1.0,0,WHALE
-1,160100,-839900,-11.0,10001.0,9990.0,0,0,0,,0,NO_TRADES
-1,160200,-839800,9.5,9990.0,9999.5,0,0,0,,0,NO_TRADES
-1,161500,-838500,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,161600,-838400,8.0,9993.0,10001.0,0,0,0,,0,NO_TRADES
-1,164600,-835400,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,164700,-835300,-16.0,10006.0,9990.0,0,0,0,,0,NO_TRADES
-1,164800,-835200,9.0,9990.0,9999.0,0,0,0,,0,NO_TRADES
-1,167100,-832900,8.0,10000.0,10008.0,0,0,0,,0,NO_TRADES
-1,167200,-832800,-9.5,10008.0,9998.5,0,0,0,,0,NO_TRADES
-1,167600,-832400,7.0,9999.0,10006.0,0,0,0,,0,NO_TRADES
-1,167700,-832300,-7.0,10006.0,9999.0,0,0,0,,0,NO_TRADES
-1,168700,-831300,-12.0,10000.0,9988.0,0,0,0,,0,NO_TRADES
-1,168800,-831200,8.5,9988.0,9996.5,0,0,0,,0,NO_TRADES
-1,171400,-828600,-8.0,9998.0,9990.0,0,0,0,,0,NO_TRADES
-1,171500,-828500,9.0,9990.0,9999.0,0,0,0,,0,NO_TRADES
-1,172400,-827600,-10.0,9999.0,9989.0,1,4,4,1.0,0,WHALE
-1,172500,-827500,11.0,9989.0,10000.0,1,4,4,1.0,0,WHALE
-1,174400,-825600,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,174500,-825500,8.0,9993.0,10001.0,0,0,0,,0,NO_TRADES
-1,175000,-825000,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,175100,-824900,16.0,9993.0,10009.0,0,0,0,,0,NO_TRADES
-1,175200,-824800,-9.0,10009.0,10000.0,0,0,0,,0,NO_TRADES
-1,175500,-824500,-9.0,10002.0,9993.0,0,0,0,,0,NO_TRADES
-1,175600,-824400,8.0,9993.0,10001.0,0,0,0,,0,NO_TRADES
-1,175700,-824300,8.0,10001.0,10009.0,0,0,0,,0,NO_TRADES
-1,175800,-824200,-8.0,10009.0,10001.0,0,0,0,,0,NO_TRADES
-1,176300,-823700,-10.0,10000.0,9990.0,0,0,0,,0,NO_TRADES
-1,176400,-823600,6.0,9990.0,9996.0,0,0,0,,0,NO_TRADES
-1,177200,-822800,-8.0,10000.0,9992.0,0,0,0,,0,NO_TRADES
-1,177300,-822700,9.0,9992.0,10001.0,1,10,10,1.0,0,WHALE
-1,179100,-820900,9.0,10001.0,10010.0,0,0,0,,0,NO_TRADES
-1,179200,-820800,-18.0,10010.0,9992.0,0,0,0,,0,NO_TRADES
-1,179400,-820600,11.0,9990.0,10001.0,0,0,0,,0,NO_TRADES
-1,182200,-817800,-11.0,10003.0,9992.0,0,0,0,,0,NO_TRADES
-1,182300,-817700,8.5,9992.0,10000.5,1,5,5,1.0,0,WHALE
-1,182500,-817500,-8.0,10002.0,9994.0,1,5,5,1.0,0,WHALE
-1,182600,-817400,8.0,9994.0,10002.0,1,5,5,1.0,0,WHALE
-1,183500,-816500,-11.0,10003.0,9992.0,0,0,0,,0,NO_TRADES
-1,183600,-816400,11.0,9992.0,10003.0,0,0,0,,0,NO_TRADES
-1,184200,-815800,-6.5,10007.0,10000.5,0,0,0,,0,NO_TRADES
-1,185000,-815000,-6.0,10005.0,9999.0,1,4,4,1.0,0,WHALE
-1,185300,-814700,9.5,10002.5,10012.0,0,0,0,,0,NO_TRADES
-1,185400,-814600,-7.0,10012.0,10005.0,0,0,0,,0,NO_TRADES
-1,188200,-811800,-10.0,10002.0,9992.0,0,0,0,,0,NO_TRADES
-1,188300,-811700,10.0,9992.0,10002.0,0,0,0,,0,NO_TRADES
-1,189000,-811000,9.0,10000.0,10009.0,0,0,0,,0,NO_TRADES
-1,189100,-810900,-6.0,10009.0,10003.0,0,0,0,,0,NO_TRADES
-1,189900,-810100,9.5,10001.5,10011.0,0,0,0,,0,NO_TRADES
-1,190000,-810000,-8.0,10011.0,10003.0,1,3,3,1.0,0,WHALE
-1,190200,-809800,-11.0,10004.0,9993.0,1,3,3,1.0,0,WHALE
-1,190300,-809700,10.0,9993.0,10003.0,1,3,3,1.0,0,WHALE
-1,191200,-808800,12.5,10002.5,10015.0,0,0,0,,0,NO_TRADES
-1,191300,-808700,-11.0,10015.0,10004.0,0,0,0,,0,NO_TRADES
-1,191900,-808100,9.0,10003.0,10012.0,0,0,0,,0,NO_TRADES
-1,192000,-808000,-6.5,10012.0,10005.5,0,0,0,,0,NO_TRADES
-1,192300,-807700,-6.5,10006.0,9999.5,1,8,8,1.0,0,WHALE
-1,192800,-807200,-8.0,10005.0,9997.0,2,10,18,0.5555555555555556,300,SWARM
-1,192900,-807100,19.0,9997.0,10016.0,2,10,18,0.5555555555555556,300,SWARM
-1,193000,-807000,-10.0,10016.0,10006.0,2,10,18,0.5555555555555556,300,SWARM
-1,193700,-806300,-6.5,10002.5,9996.0,0,0,0,,0,NO_TRADES
-1,193800,-806200,9.0,9996.0,10005.0,0,0,0,,0,NO_TRADES
-1,197000,-803000,8.0,10004.0,10012.0,1,9,9,1.0,0,WHALE
-1,197100,-802900,-8.0,10012.0,10004.0,1,9,9,1.0,0,WHALE
-1,197800,-802200,-8.0,10004.0,9996.0,0,0,0,,0,NO_TRADES
-1,197900,-802100,8.0,9996.0,10004.0,0,0,0,,0,NO_TRADES
-1,198300,-801700,-8.0,10004.0,9996.0,0,0,0,,0,NO_TRADES
-1,198400,-801600,8.0,9996.0,10004.0,0,0,0,,0,NO_TRADES
-1,198600,-801400,-7.0,10004.0,9997.0,0,0,0,,0,NO_TRADES
-1,198700,-801300,6.0,9997.0,10003.0,0,0,0,,0,NO_TRADES
-1,199000,-801000,9.5,10001.5,10011.0,0,0,0,,0,NO_TRADES
-1,199100,-800900,-7.0,10011.0,10004.0,0,0,0,,0,NO_TRADES
-1,199200,-800800,-10.0,10004.0,9994.0,0,0,0,,0,NO_TRADES
-1,199300,-800700,8.0,9994.0,10002.0,0,0,0,,0,NO_TRADES
-1,199800,-800200,8.0,10002.0,10010.0,1,6,6,1.0,0,WHALE
-1,199900,-800100,-8.0,10010.0,10002.0,2,10,16,0.625,200,WHALE
-1,202700,-797300,11.0,10000.0,10011.0,0,0,0,,0,NO_TRADES
-1,202800,-797200,-11.0,10011.0,10000.0,0,0,0,,0,NO_TRADES
-1,203200,-796800,12.0,9998.0,10010.0,0,0,0,,0,NO_TRADES
-1,203300,-796700,-11.0,10010.0,9999.0,0,0,0,,0,NO_TRADES
-1,206100,-793900,-6.0,9999.0,9993.0,0,0,0,,0,NO_TRADES
